key,0,1,2,3,4,5
#,Name,Icon,Quest,AcceptTalk,FailTalk,
int32,str,Image,Quest,DefaultTalk,DefaultTalk,bit&01
262144,"",0,0,0,0,False
262145,"",0,0,0,0,False
262151,"Waren",0,0,0,0,True
262152,"Lalafell-Kleidung",0,0,0,0,True
262153,"Roegadyn-Kleidung",0,0,0,0,True
262154,"Elezen-Kleidung",0,0,0,0,True
262155,"Hyuran-Kleidung",0,0,0,0,True
262156,"Miqo'te-Kleidung",0,0,0,0,True
262157,"",0,0,0,0,True
262158,"Waren",0,0,0,0,True
262159,"Lalafell-Kleidung",0,0,0,0,True
262160,"Roegadyn-Kleidung",0,0,0,0,True
262161,"Elezen-Kleidung",0,0,0,0,True
262162,"Hyuran-Kleidung",0,0,0,0,True
262163,"Miqo'te-Kleidung",0,0,0,0,True
262164,"Waren",0,0,0,0,True
262165,"Lalafell-Kleidung",0,0,0,0,True
262166,"Roegadyn-Kleidung",0,0,0,0,True
262167,"Elezen-Kleidung",0,0,0,0,True
262168,"Hyuran-Kleidung",0,0,0,0,True
262169,"Miqo'te-Kleidung",0,0,0,0,True
262170,"",0,0,0,0,True
262171,"",0,0,0,0,True
262172,"",0,0,0,0,True
262173,"",0,0,0,0,True
262174,"",0,0,0,0,True
262175,"",0,0,0,0,True
262176,"",0,0,0,0,True
262177,"",0,0,0,0,True
262178,"Accessoires (Krieger/Magier)",0,0,0,0,True
262179,"Accessoires (Sammler/Handwerker)",0,0,0,0,True
262180,"",0,0,0,0,True
262181,"Waren",0,0,0,0,True
262182,"",0,0,0,0,True
262183,"Werkzeuge",0,0,0,0,True
262184,"Waffen",0,0,0,0,True
262185,"",0,0,0,0,True
262186,"Rüstungen (Krieger/Magier)",0,0,0,0,True
262187,"Rüstungen (Sammler/Handwerker)",0,0,0,0,True
262188,"Accessoires (Krieger/Magier)",0,0,0,0,True
262189,"Accessoires (Sammler/Handwerker)",0,0,0,0,True
262190,"",0,0,0,0,True
262191,"Waren",0,0,0,0,True
262192,"",0,0,0,0,True
262193,"Werkzeuge",0,0,0,0,True
262194,"Waffen",0,0,0,0,True
262195,"Rüstungen (Krieger/Magier)",0,0,0,0,True
262196,"Rüstungen (Sammler/Handwerker)",0,0,0,0,True
262197,"",0,0,0,0,True
262198,"Accessoires (Krieger/Magier)",0,0,0,0,True
262199,"Accessoires (Sammler/Handwerker)",0,0,0,0,True
262200,"",0,0,0,0,True
262201,"Waren",0,0,0,0,True
262202,"",0,0,0,0,True
