key,0,1,2,3,4,5,6,7,8
#,StampIcon,,Category,,,,,,Name
int32,Image,int32,GroupPoseStampCategory,uint16,int32,bit&01,bit&02,bit&04,str
0,0,0,0,0,0,False,False,False,"Nicht festgelegt"
1,120021,2,10,200,0,False,False,False,"Spielinhalt beginnt"
2,120022,2,10,201,0,False,False,False,"Spielinhalt beendet"
3,0,0,0,0,0,False,False,False,""
4,120024,2,10,203,0,False,False,False,"Spielinhalt neu gestartet"
5,120001,2,11,100,0,False,False,False,"Auftrag angenommen"
6,120002,2,11,101,0,False,False,False,"Auftrag abgeschlossen"
7,120081,2,12,303,0,False,False,False,"FATE-Bereich"
8,120082,2,12,304,0,False,False,False,"FATE erfolgreich"
9,0,0,0,0,0,False,False,False,""
10,120111,2,5,10,0,False,False,False,"Er<SoftHyphen/>fah<SoftHyphen/>rungs<SoftHyphen/>stufe gestiegen"
11,121561,2,13,400,0,False,False,False,"GATE-Teilnahme"
12,121562,2,13,401,0,False,False,False,"GATE erfolgreich"
13,0,0,0,0,0,False,False,False,""
14,121551,2,13,403,0,False,False,False,"Chocobo-Rennen: Start!"
15,121552,2,13,404,0,False,False,False,"Chocobo-Rennen: Ziel!"
16,121553,2,13,405,0,False,False,False,"Chocobo-Rennen: Spitzenreiter-Rallye bestanden!"
17,121501,2,13,406,0,False,False,False,"Bomberball: Treffer!"
18,121502,2,13,407,0,False,False,False,"Bomberball: Verfehlt"
19,121511,2,13,408,0,False,False,False,"Minispiel: Atomisierend!!!"
20,121512,2,13,409,0,False,False,False,"Minispiel: Zerschmetternd!"
21,121513,2,13,410,0,False,False,False,"Minispiel: Passabel"
22,0,0,0,0,0,False,False,False,""
23,120114,2,5,23,0,False,False,False,"Leichter Trupp"
24,120115,2,5,24,0,False,False,False,"Voller Trupp"
25,120119,2,5,11,0,False,False,False,"Stufe gesunken"
26,76391,2,16,2,0,True,False,False,"FINAL FANTASY XIV Online (weiß)"
27,76392,2,16,1,0,True,False,False,"FINAL FANTASY XIV Online (schwarz)"
28,0,0,0,0,0,False,False,False,""
29,0,0,0,0,0,False,False,False,""
30,76531,1,4,1,0,True,False,False,"Triple Triad: ★"
31,76532,1,4,2,0,True,False,False,"Triple Triad: ★★"
32,76533,1,4,3,0,True,False,False,"Triple Triad: ★★★"
33,76534,1,4,4,0,True,False,False,"Triple Triad: ★★★★"
34,76535,1,4,5,0,True,False,False,"Triple Triad: ★★★★★"
35,76540,1,4,12,0,True,False,False,"Triple Triad: 1"
36,76541,1,4,13,0,True,False,False,"Triple Triad: 2"
37,76542,1,4,14,0,True,False,False,"Triple Triad: 3"
38,76543,1,4,15,0,True,False,False,"Triple Triad: 4"
39,76544,1,4,16,0,True,False,False,"Triple Triad: 5"
40,76545,1,4,17,0,True,False,False,"Triple Triad: 6"
41,76546,1,4,18,0,True,False,False,"Triple Triad: 7"
42,76547,1,4,19,0,True,False,False,"Triple Triad: 8"
43,76548,1,4,20,0,True,False,False,"Triple Triad: 9"
44,76549,1,4,21,0,True,False,False,"Triple Triad: A"
45,76539,1,4,11,0,True,False,False,"Triple Triad: 0"
46,0,0,0,0,0,False,False,False,""
47,0,0,0,0,0,False,False,False,""
48,0,0,0,0,0,False,False,False,""
49,0,0,0,0,0,False,False,False,""
50,76301,1,6,2,0,True,False,False,"Flagge von Gridania"
51,76302,1,6,1,0,True,False,False,"Flagge von Limsa Lominsa"
52,76303,1,6,3,0,True,False,False,"Flagge von Ul'dah"
