key,0,1,2,3
#,Icon,JournalCategory,,Name
int32,Image,JournalCategory,bit&01,str
0,0,0,False,""
1,61412,1,True,"A Realm Reborn"
2,61412,2,True,"7. Ära des Lichts"
3,61412,3,True,"Heavensward"
4,61412,4,True,"Drachenkrieg"
5,61412,5,True,"Nach dem Drachenkrieg"
6,61412,6,True,"Stormblood"
7,61412,7,True,"Nach dem Befreiungskampf"
8,61412,8,True,"Shadowbringers"
9,61412,9,True,"Die Heimreise der Exegeten"
10,61412,10,True,"Geflüster des Untergangs"
11,61412,11,True,"Endwalker"
12,61412,12,True,"Neu entdecktes Abenteuer"
13,61411,13,True,"Primae (A Realm Reborn)"
14,61411,14,True,"Bahamut"
15,61411,15,True,"Kristallturm"
16,61411,16,True,"Alexander"
17,61411,17,True,"Primae (Heavensward)"
18,61411,18,True,"Schatten von Mhach"
19,61411,19,True,"Omega"
20,0,0,False,""
21,61411,20,True,"Rückkehr nach Ivalice"
22,61411,21,True,"Die vier Tierheiligen"
23,61411,22,True,"Eden"
24,61411,23,True,"YoRHa: Dark Apocalypse"
25,61411,24,True,"Abwehrwaffen der Allager"
26,61411,25,True,"Pandæmonium"
27,61411,26,True,"Mythen Eorzeas"
28,0,0,False,""
29,0,0,False,""
30,61411,28,True,"Hauptaufträge"
31,61411,28,True,"Nebenaufträge"
32,61411,29,True,"Hauptaufträge"
33,61411,29,True,"Nebenaufträge"
34,61411,30,True,"Hauptaufträge"
35,61411,30,True,"Nebenaufträge"
36,61411,31,True,"Hauptaufträge"
37,61411,31,True,"Nebenaufträge"
38,61411,32,True,"Hauptaufträge"
39,61411,32,True,"Nebenaufträge"
40,61411,33,True,"Hauptaufträge"
41,61411,33,True,"Nebenaufträge"
42,61411,34,True,"Hauptaufträge"
43,61411,34,True,"Nebenaufträge"
44,61411,35,True,"Hauptaufträge"
45,61411,35,True,"Nebenaufträge"
46,61411,36,True,"Hauptaufträge"
47,61411,36,True,"Nebenaufträge"
48,61411,37,True,"Hauptaufträge"
49,61411,37,True,"Nebenaufträge"
50,61411,38,True,"Hauptaufträge"
51,61411,38,True,"Nebenaufträge"
52,61411,39,True,"Hauptaufträge"
53,61411,39,True,"Nebenaufträge"
54,61411,40,True,"Hauptaufträge"
55,61411,40,True,"Nebenaufträge"
56,61411,41,True,"Hauptaufträge"
57,61411,41,True,"Nebenaufträge"
58,61411,42,True,"Hildibrands Fälle"
59,61411,42,True,"Hildibrands Fälle (Heavensward)"
60,61411,42,True,"Hildibrands Fälle (Stormblood)"
61,0,0,False,""
62,61411,42,True,"Sankt Endalim-Theologikum"
63,61411,42,True,"Drachenkrieg (Epilog)"
64,61411,42,True,"Der Fahrende Sänger"
65,61411,42,True,"Zodiak-Waffen"
66,61411,42,True,"Anima-Waffen"
67,61411,42,True,"Das Verbotene Land Eureka"
68,61411,42,True,"Königinnenwache"
69,61411,42,True,"Mogry-Post"
70,61411,42,True,"Wilde Stämme"
71,61411,42,True,"Wilde Stämme (Heavensward)"
72,61411,42,True,"Wilde Stämme (Stormblood)"
73,61411,42,True,"Abenteurer von Doma"
74,61411,42,True,"Wiederaufbau der Enklave"
75,61411,42,True,"Die Heimkehr der Exegeten (Epilog)"
76,61411,42,True,"Das Schicksal des Nichts"
77,0,0,False,""
78,61411,42,True,"Hauptaufträge Wiederaufbau Ishgards"
79,61411,42,True,"Nebenaufträge Wiederaufbau Ishgards"
80,61411,43,True,"Nebenaufträge La Noscea"
81,61411,44,True,"Nebenaufträge Finsterwald"
82,61411,45,True,"Nebenaufträge Thanalan"
83,61411,46,True,"Nebenaufträge Coerthas"
84,61411,47,True,"Nebenaufträge Mor Dhona"
85,61411,48,True,"Nebenaufträge Ishgard"
86,61411,49,True,"Nebenaufträge Abalathia"
87,61411,50,True,"Nebenaufträge Dravanisches Vorland"
88,61411,50,True,"Nebenaufträge Dravanisches Hinterland"
89,61411,50,True,"Nebenaufträge Wallende Nebel"
90,61411,50,True,"Nebenaufträge Frohehalde"
91,61411,51,True,"Nebenaufträge Azys Lla"
92,61411,52,True,"Nebenaufträge Rhalgrs Wacht"
93,61411,52,True,"Nebenaufträge Grenzland"
94,61411,52,True,"Nebenaufträge Zinnen"
95,61411,52,True,"Nebenaufträge Fenn"
96,61411,54,True,"Nebenaufträge Kugane"
97,61411,53,True,"Nebenaufträge Rubinsee"
98,61411,53,True,"Nebenaufträge Yanxia"
99,61411,53,True,"Nebenaufträge Azim-Steppe"
100,61411,55,True,"Nebenaufträge Crystarium"
101,61411,56,True,"Nebenaufträge Eulmore"
102,61411,55,True,"Nebenaufträge Seenland"
103,61411,56,True,"Nebenaufträge Kholusia"
104,61411,57,True,"Nebenaufträge Amh Araeng"
105,61411,58,True,"Nebenaufträge Il Mheg"
106,61411,59,True,"Nebenaufträge Rak'tika"
107,61411,60,True,"Nebenaufträge Tempest"
108,61411,61,True,"Nebenaufträge Alt-Sharlayan"
109,61411,62,True,"Nebenaufträge Radz-at-Han"
110,61411,61,True,"Nebenaufträge Labyrinthos"
111,61411,62,True,"Nebenaufträge Thavnair"
112,61411,63,True,"Nebenaufträge Garlemald"
113,61411,64,True,"Nebenaufträge Mare Lamentorum"
114,61411,65,True,"Nebenaufträge Elpis"
115,61411,66,True,"Nebenaufträge Ultima Thule"
116,62301,67,True,"Gildenaufträge der Gladiatoren"
117,62302,67,True,"Gildenaufträge der Faustkämpfer"
118,62303,67,True,"Gildenaufträge der Marodeure"
119,62304,67,True,"Gildenaufträge der Pikeniere"
120,62305,67,True,"Gildenaufträge der Waldläufer"
121,62309,67,True,"Gildenaufträge der Schurken"
122,62306,68,True,"Gildenaufträge der Druiden"
123,62307,68,True,"Gildenaufträge der Thaumaturgen"
124,62308,68,True,"Gildenaufträge der Hermetiker"
125,62310,69,True,"Gildenaufträge der Zimmerer"
126,62311,69,True,"Gildenaufträge der Grobschmiede"
127,62312,69,True,"Gildenaufträge der Plattner"
128,62313,69,True,"Gildenaufträge der Goldschmiede"
129,62314,69,True,"Gildenaufträge der Gerber"
130,62315,69,True,"Gildenaufträge der Weber"
131,62316,69,True,"Gildenaufträge der Alchemisten"
132,62317,69,True,"Gildenaufträge der Gourmets"
133,62318,70,True,"Gildenaufträge der Minenarbeiter"
134,62319,70,True,"Gildenaufträge der Gärtner"
135,62320,70,True,"Gildenaufträge der Fischer"
136,62401,73,True,"Paladin-Jobaufträge"
137,62402,73,True,"Mönch-Jobaufträge"
138,62403,73,True,"Krieger-Jobaufträge"
139,62404,73,True,"Dragoon-Jobaufträge"
140,62405,73,True,"Barden-Jobaufträge"
141,62410,73,True,"Ninja-Jobaufträge"
142,62406,74,True,"Weißmagier-Jobaufträge"
143,62407,74,True,"Schwarzmagier-Jobaufträge"
144,62408,74,True,"Beschwörer-Jobaufträge"
145,62409,74,True,"Gelehrten-Jobaufträge"
146,62412,73,True,"Dunkelritter-Jobaufträge"
147,62411,73,True,"Maschinisten-Jobaufträge"
148,62413,74,True,"Astrologen-Jobaufträge"
149,62414,73,True,"Samurai-Jobaufträge"
150,62415,74,True,"Rotmagier-Jobaufträge"
151,62417,73,True,"Revolverklingen-Jobaufträge"
152,62418,73,True,"Tänzer-Jobaufträge"
153,62420,74,True,"Weiser-Jobaufträge"
154,62419,73,True,"Schnitter-Jobaufträge"
155,62416,74,True,"Blaumagier-Jobaufträge"
156,61411,71,True,"Lieferaufträge: Schwarzeisen-Schmiede"
157,61411,71,True,"Lieferaufträge: Erinnerungswerkstatt"
158,61411,71,True,"Lieferaufträge: Kräuter, Düfte & Aromen"
159,61411,71,True,"Lieferaufträge: Materialbeschaffung "
160,61411,71,True,"Lieferaufträge: Fischerei"
161,61411,71,True,"Manufaktur der Gesellschaft: Abschluss"
162,62521,72,True,"Aufträge des Archäologischen Instituts"
163,62521,72,True,"Aufträge des Astronomischen Instituts"
164,62521,72,True,"Aufträge des Medizinischen Instituts"
165,62521,72,True,"Aufträge des Kulturwissenschaftlichen Instituts"
166,62521,72,True,"Aufträge des Ätherologischen Instituts"
167,62521,72,True,"Magieakademie: Abschluss"
168,62522,75,True,"Rollenaufträge (Shadowbringers): Verteidiger"
169,62522,75,True,"Rollenaufträge (Shadowbringers): Heiler"
170,62522,75,True,"Rollenaufträge (Shadowbringers): Phys. Angreifer"
171,62522,75,True,"Rollenaufträge (Shadowbringers): Mag. Angreifer"
172,62522,75,True,"Rollenaufträge (Shadowbringers): Abschluss"
173,62522,75,True,"Rollenaufträge (Endwalker): Verteidiger"
174,62522,75,True,"Rollenaufträge (Endwalker): Heiler"
175,62522,75,True,"Rollenaufträge (Endwalker): Nahkampf-Angreifer"
176,62522,75,True,"Rollenaufträge (Endwalker): Fernkampf-Angreifer"
177,62522,75,True,"Rollenaufträge (Endwalker): Mag. Angreifer"
178,62522,75,True,"Rollenaufträge (Endwalker): Abschluss"
179,61401,76,True,"Aufträge des Mahlstroms"
180,61402,76,True,"Aufträge der Bruderschaft der Morgenviper"
181,61403,76,True,"Aufträge der Legion der Unsterblichen"
182,61411,77,True,"Saisonale Aufträge"
183,61411,77,True,"Himmelswende"
184,61411,77,True,"Prüfungen des Ostens"
185,61411,77,True,"Valentiontag"
186,61411,77,True,"Valention- und Prinzessinnentag"
187,61411,77,True,"Prinzessinnentag"
188,61411,77,True,"Wundereiersuche"
189,61411,77,True,"Gold Saucer-Festival"
190,61411,77,True,"Feuermond-Reigen"
191,61411,77,True,"Fest der Wiedergeburt"
192,61411,77,True,"Allerschutzheiligen"
193,61411,77,True,"Sternenlichtfest"
194,61411,77,True,"Andere saisonale Ereignisse"
195,61411,78,True,"Spezial-Aufträge"
196,61411,78,True,"Besuch aus anderen Welten"
197,62501,79,False,"Gefechtserlasse"
198,62502,83,False,"Zimmerer-Fertigungserlasse"
199,62503,84,False,"Grobschmied-Fertigungserlasse"
200,62504,85,False,"Plattner-Fertigungserlasse"
201,62505,86,False,"Goldschmied-Fertigungserlasse"
202,62506,87,False,"Gerber-Fertigungserlasse"
203,62507,88,False,"Weber-Fertigungserlasse"
204,62508,89,False,"Alchemisten-Fertigungserlasse"
205,62509,90,False,"Gourmet-Fertigungserlasse"
206,62510,80,False,"Minenarbeiter-Sammelerlasse"
