key,0,1
#,,
int32,byte,str
0,0,""
1,0,"Begehrte Gegenstände"
51,0,"Store-Originale"
52,0,"NPC-Kostümsets"
101,0,"FINAL FANTASY XIII"
102,0,"Himmelswende"
103,0,"Valentiontag"
104,0,"Prinzessinnenfest"
105,0,"Wundereiersuche"
106,0,"Feuermond-Reigen"
107,0,"Fest der Wiedergeburt"
108,0,"Jagdmond"
109,0,"Allerschutzheiligen"
110,0,"Sternenlichtfest"
151,0,"Andere Kollaborationen"
201,0,"Fan Festival"
202,0,"FINAL FANTASY X"
1000,0,""
1001,0,""
1051,0,""
1101,0,""
1102,0,""
1103,0,""
1104,0,""
1105,0,""
1106,0,""
1151,0,""
1201,0,""
1202,0,""
1203,0,""
1204,0,""
1205,0,""
1206,0,""
1207,0,""
1208,0,""
1209,0,""
2000,0,""
2001,0,""
2002,0,""
2003,0,""
2004,0,""
2005,0,""
