key,0,1,2,3,4,5
#,Name,Icon,Quest,AcceptTalk,FailTalk,
int32,str,Image,Quest,DefaultTalk,DefaultTalk,bit&01
262144,"",0,0,0,0,False
262145,"",0,0,0,0,False
262151,"Objets",0,0,0,0,True
262152,"Équipement lalafell",0,0,0,0,True
262153,"Équipement roegadyn",0,0,0,0,True
262154,"Équipement élézen",0,0,0,0,True
262155,"Équipement hyur",0,0,0,0,True
262156,"Équipement miqo'te",0,0,0,0,True
262157,"",0,0,0,0,True
262158,"Objets",0,0,0,0,True
262159,"Équipement lalafell",0,0,0,0,True
262160,"Équipement roegadyn",0,0,0,0,True
262161,"Équipement élézen",0,0,0,0,True
262162,"Équipement hyur",0,0,0,0,True
262163,"Équipement miqo'te",0,0,0,0,True
262164,"Objets",0,0,0,0,True
262165,"Équipement lalafell",0,0,0,0,True
262166,"Équipement roegadyn",0,0,0,0,True
262167,"Équipement élézen",0,0,0,0,True
262168,"Équipement hyur",0,0,0,0,True
262169,"Équipement miqo'te",0,0,0,0,True
262170,"",0,0,0,0,True
262171,"",0,0,0,0,True
262172,"",0,0,0,0,True
262173,"",0,0,0,0,True
262174,"",0,0,0,0,True
262175,"",0,0,0,0,True
262176,"",0,0,0,0,True
262177,"",0,0,0,0,True
262178,"Accessoires de combat",0,0,0,0,True
262179,"Accessoires de travail",0,0,0,0,True
262180,"",0,0,0,0,True
262181,"Objets",0,0,0,0,True
262182,"",0,0,0,0,True
262183,"Outils",0,0,0,0,True
262184,"Armes",0,0,0,0,True
262185,"",0,0,0,0,True
262186,"Équipement de combat",0,0,0,0,True
262187,"Équipement de travail",0,0,0,0,True
262188,"Accessoires de combat",0,0,0,0,True
262189,"Accessoires de travail",0,0,0,0,True
262190,"",0,0,0,0,True
262191,"Objets",0,0,0,0,True
262192,"",0,0,0,0,True
262193,"Outils",0,0,0,0,True
262194,"Armes",0,0,0,0,True
262195,"Équipement de combat",0,0,0,0,True
262196,"Équipement de travail",0,0,0,0,True
262197,"",0,0,0,0,True
262198,"Accessoires de combat",0,0,0,0,True
262199,"Accessoires de travail",0,0,0,0,True
262200,"",0,0,0,0,True
262201,"Objets",0,0,0,0,True
262202,"",0,0,0,0,True
262203,"Outils",0,0,0,0,True
262204,"Armes",0,0,0,0,True
262205,"Équipement de combat",0,0,0,0,True
262206,"Équipement de travail",0,0,0,0,True
262207,"",0,0,0,0,True
262208,"",0,0,0,0,True
262209,"Armes",0,0,0,0,True
262210,"",0,0,0,0,True
