key,0,1,2,3,4,5,6,7,8,9,10
#,Description,Item,GatheringItemLevel,,,FishingRecordType,TerritoryType,,IsVisible,,
int32,str,Item,GatheringItemLevelConvertTable,bit&01,bit&02,FishingRecordType,TerritoryType,uint16,bit&04,bit&08,bit&10
0,"",0,0,False,False,0,0,0,False,False,False
20000,"Wer es wagt, in ihre wirbelnden Windungen zu starren, riskiert, dem Wahnsinn zu verfallen. Zum Glück haben nur wenige verlorene Seelen dazu die Gelegenheit, da ein intaktes Exemplar der zerbrechlichen Schale äußerst schwer zu finden ist.",20144,205,False,False,10,613,0,True,False,False
20001,"Der Name dieses Fisches ist nur zum Teil seinem Farbton zuzuschreiben, da dieser sich mit dem Wechsel des Geschlechts ändert. Einige schließen daraus, dass das Düstere in seinem Namen ein Hinweis auf sein tödliches Gift sein könnte.",20145,205,False,False,11,613,0,True,False,False
20002,"Der Glasmanta ist als gemächlicher Weggefährte bekannt. Der artverwandte Streifenrochen wurde schon vor langer Zeit von den Kojin gezähmt.",20146,205,False,False,12,613,0,True,False,False
20003,"Ursprünglich ein Mitbringsel von einem Abgesandten aus Radz-at-Han als Tribut an das Shogunat von Hingashi. Der Diplomat konnte sich jedoch nicht so gut an die neue Umgebung gewöhnen wie diese Fische.",20147,205,False,False,10,613,0,True,False,False
20004,"Diese Muränenart geht eine symbiotische Beziehung mit Langusten ein. Sie bietet dem Krustentier Schutz, während die Languste die Oktopusse anlockt, von denen die Muräne sich ernährt.",20148,205,False,False,11,613,0,True,False,False
20005,"Eine bekannte Kindergeschichte in Doma handelt von einem selbstzufriedenen Hopserfisch, der sich dem Grübeln über die unerträgliche Leichtigkeit des Seins hingibt. Ein Sinnbild für den existenziellen Gedanken, dass jeder nur ein Leben zum Fischen hat.",20149,205,False,False,13,614,0,True,False,False
20006,"Der Körper dieses Hechts ist von zähen Schuppen überzogen, die ein unregelmäßiges Muster von dunklen Flecken aufweisen. Ein Raubfisch, der bevorzugt alleine auf die Jagd geht.",20150,205,False,False,15,614,0,True,False,False
20007,"„Je steiniger der Weg, umso wertvoller das Ziel.“ Dieser notorisch schwierig zu fangende Fisch ist für Angler ein Ärgernis, während Gourmets ihn lieben.",20151,205,False,False,14,614,0,True,False,False
20008,"Nicht so schmackhaft wie der Doma-Aal, aber dafür deutlich größer. Wer sich lieber den Bauch vollschlägt als eine kleine Gaumenfreude zu genießen, liegt mit dieser Art genau richtig.",20152,205,False,False,15,614,0,True,False,False
20009,"Dieser Einsiedlerkrebs bewohnt im Laufe seines griesgrämigen Lebens zahlreiche gewundene Gehäuse, wobei er sich zunehmend vergrößert und gerne unliebsame Nachbarn von seinem Grundstück vertreibt.",20153,205,False,False,13,614,0,True,False,False
20010,"Die Scheren dieser riesigen Krabbe sind so lang, dass sie zwei ausgewachsene Hyuran, die Schulter an Schulter stehen, umklammern könnten.",20154,210,False,False,12,613,0,True,False,False
20011,"Dieser Fisch ist einst beinahe ausgestorben, da er laut einer Legende aus Thavnair angeblich der Schlüssel zu ewiger Jugend sein sollte. Die Art wurde im letztem Moment durch eine veränderte Einstellung zu einem Altern in Würde gerettet.",20155,210,False,False,11,613,0,True,False,False
20012,"Gelehrte rätseln noch immer über den Sinn und Zweck seiner doppelten Rückenflosse, da sich der dunkle Fisch in der Tiefsee kaum beobachten lässt.",20156,210,False,False,12,613,0,True,False,False
20013,"Die schwarz-weißen Streifen dieser Haie verschwinden im Laufe der Jahre, weshalb man Jungtiere und ausgewachsene Exemplare lange Zeit für zwei verschiedene Arten hielt.",20157,210,False,False,12,613,0,True,False,False
20014,"Es ist wenig überraschend, dass diese mürrische, knochige Erscheinung, die angeblich böse Geister fern<SoftHyphen/>halten soll, ein beliebtes Schmuckstück in Piratenkreisen ist.",20158,210,False,False,10,613,0,True,False,False
20015,"Die einzige Möglichkeit dieser abstoßenden Art träge daherschwimmender Fische, anderen Meeres<SoftHyphen/>be<SoftHyphen/>wohnern nahezukommen, besteht darin, Beute von ihrer Angel baumeln zu lassen.",20159,210,False,False,14,614,0,True,False,False
20016,"Dieses allgegenwärtige und unauffällige Schalentier ist zwischen den Felsen und Algen an den Flussbetten und Seeufern Othards anzutreffen. Ein gefundenes Fressen für Fische, die grad zu faul zum Jagen sind. ",20160,210,False,False,13,614,0,True,False,False
20017,"Es ist schon erstaunlich, dass ein pflanzenfressender Fisch die Länge eines Roegadyn erreicht. Die vegetarische Diät erklärt zumindest seine jugendliche, glatte Erscheinung.",20161,210,False,False,15,614,0,True,False,False
20018,"Ein Meeresbewohner mit einem unverhältnismäßig großen Kopf. Seine natürlich leuchtenden Organe verleiten so manchen Fischer dazu, ihn im Dunkeln für eine ertrunkene Seele zu halten.",20162,215,False,False,10,613,0,True,False,False
20019,"Dieser Fisch ist zwar theroretisch essbar, doch seine fadenartigen Flossenfasern geben keine besonders schmackhafte Mahlzeit her. Zudem riecht sein Fleisch äußerst faulig.",20163,215,False,False,11,613,0,True,False,False
20020,"Der Röhrenaal lebt in Kolonien auf sandigem Meeresboden, wo er sich mit seinem Schwanz eingräbt. Dieser sondert zugleich ein Sekret ab, das die Röhrendwand verfestigt.",20164,215,False,False,10,613,0,True,False,False
20021,"Während die meisten Kulturen sie aufgrund ihrer einer Nichts<SoftHyphen/>gesand<SoftHyphen/>ten ähnelnden Erscheinung meiden, sehen die Hinganer darüber hinweg und erfreuen sich an dieser Delikatesse.",20165,215,False,False,10,613,0,True,False,False
20022,"Dieser Fisch hat einen gewaltigen Appetit und verzehrt alles, von Schalentieren und kleineren Fischen bis zu Schildkröten und kleinen Haien. Kojin disziplinieren unartige Kinder mit der Warnung, dass der Riesenzackenbarsch sie holen kommt.",20166,215,False,False,12,613,0,True,False,False
20023,"Die Aussicht auf sein zartes weißes Fleisch hat schon so manchen Fischer in ein frühes Grab befördert, obwohl weithin bekannt ist, dass die Spitzen an den Flossen dieses Fisches ein gefährliches Gift enthalten.",20167,215,False,False,11,613,0,True,False,False
20024,"Dieser Verwandte des domanischen Krebses verfügt über eine leuchtend blutrote Panzerung und unterscheidet sich so deutlich von seinen Artgenossen.",20168,215,False,False,13,614,0,True,False,False
20025,"Einer der beliebtesten Fische in Doma. Diese Gaumenfreude war einst priviligierten Schichten vorbehalten, doch die Massenaufzucht hat sie inziwschen auch der breiten Bevölkerung zugänglich gemacht.",20169,215,False,False,15,614,0,True,False,False
20026,"Die Schalen dieses Weichtiers dienten einst als Währung in Yanxia, woraus sich die hinganische Bezeichnung „Zeni“ ableitet. Heutzutage ist die Muschel jedoch ziemlich wertlos.",20170,215,False,False,13,614,0,True,False,False
20027,"Ein großer fleischfressender Fisch, der in den warmen Strömungen der Rubinsee jagt. Seine unselige Angewohnheit, sich um im Wasser treibende Leichen zu tümmeln, hat ihm seinen unverdient makaberen Namen eingebracht.",20171,220,False,False,12,613,0,True,False,False
20028,"Die rauen Gesichtszüge, die narbenartigen Streifen und sein Hang zu Alleingängen haben diesem Fisch den hinganischen Titel „Ronin“ eingebracht. Er scheint nicht aktiv auf der Suche nach einem Meister zu sein.",20172,220,False,False,12,613,0,True,False,False
20029,"Der Verzehr eines Braunbarsches erschließt einem neue Geschmacksregionen. Der Fang dagegen neue Einblicke in die Kunst des Angelns.",20173,220,False,False,12,613,0,True,False,False
20030,"Diese beliebte Delikatesse aus dem Fernen Osten verbringt ihre Abende damit, Riffe nach Nahrung zu durchkämmen. Gemächlich frisst sie sich dabei durch Unmengen von Algen.",20174,220,False,False,10,613,0,True,False,False
20031,"Falls du dich das schon immer gefragt hast: Ja, Freunde und Familie zu korrigieren, die diese Art als „roten Seestern“ bezeichnen, lässt dich in der Tat pedantisch erscheinen.",20175,220,False,False,10,613,0,True,False,False
20032,"Diese Krabbe vollzieht einen wahren Spießrutenlauf während ihres Lebens. Nach der Geburt in Küstennähe wandert sie in mittleren Jahren flussaufwärts, um schließlich wieder ins Meer zurückzukehren, wo sie ihren Nachwuchs austrägt.",20176,220,False,False,13,614,0,True,False,False
20033,"Der Legende nach einst ein zurückgezogener Einzelgänger, der bis zum Siechtum fastend in einen Fluss stolperte, die Gnade der Götter erfuhr und als Fisch wiedergeboren wurde.",20177,220,False,False,14,614,0,True,False,False
20034,"Ein Fisch, der für seine Langlebigkeit berühmt ist und den Einzig seit Urzeiten auf der Suche nach Erleuchtung durchstreift. Ein paar von ihnen haben womöglich den Weg in den Himmel gefunden.",20178,220,False,False,15,614,0,True,False,False
20035,"Ein Tintenfisch, der viel herumkommt und entsprechend auf zahlreichen Tellern im Fernen Osten landet. Sowohl roh als auch frittiert äußerst schmackhaft.",20179,225,False,False,11,613,0,True,False,False
20036,"Ist es nun eine Makrele oder nicht? Die Frage beschäftigt Gelehrte schon seit langem, während dieser undefinierbare Fisch sich einfach seines Lebens fern von Schubladen erfreut.",20180,225,False,False,11,613,0,True,False,False
20037,"Es kommt immer wieder mal vor, dass der Entdecker einer Spezies diese nach der erstbesten Sache benennt, die er in dessen Umgebung vorfindet. So war es auch bei diesem Krustentier, das ein kühles Klima bevorzugt.",20181,225,False,False,11,613,0,True,False,False
20038,"Selbst in den dunklen Tiefen des Meers flackern die nachdenklichen roten Augen dieses Fisches wie ein helles Leuchtfeuer.",20182,225,False,False,12,613,0,True,False,False
20039,"Nachdem die Eier im Herbst gelegt werde, kämpfen die Jungtiere im Winter ums Überleben, um schließlich ausgewachsen in den Frühling zu starten. Ein ganz gewöhnlicher Lebenszyklus, der eigentlich wenig Anlass zu Bitterkeit bietet.",20183,225,False,False,14,614,0,True,False,False
20040,"Obwohl er sich weder mit Diäten rumschlägt noch Sport treibt, erlebt dieser langlebige Fisch eine beachtliche Anzahl an Sommern. Nicht selten mehr, als die Fischer, die ihn fangen wollen.",20184,225,False,False,15,614,0,True,False,False
20041,"Die Herkunft dieses Fisches ist ziemlich dubios. Man erzählt sich von einer Schlange, die im Fluss schwimmen wollte, obwohl Schlangen und Fische in keinster Weise artverwandt sind. Andererseits lassen sich gewisse Ähnlichkeiten gerade bei dieser Spezies kaum abstreiten.",20185,225,False,False,14,614,0,True,False,False
20042,"Dieser Fisch lebt in Gruppen und versteckt sich tagsüber im Schutz von Felsen, während er die Nacht zum Jagen nutzt.",20186,230,False,False,11,613,0,True,False,False
20043,"Diese winzige Tigergarnele verdient sich ihre Streifen, indem sie Plankton mit katzenartigen Reflexen jagt. Ihr unersättlicher Hunger droht die Streifen jedoch zu Ringen werden zu lassen.",20187,230,False,False,13,614,0,True,False,False
20044,"Ein heiliger Handfächer beschwor den Regen herauf, der die Feuer des Berges löschte, woraufhin der Tengu ihn kurzerhand in den Einzig warf. Dort verwandelte er sich in diesen stürmischen Rochen. Eine wahre Geschichte.",20188,230,False,False,14,614,0,True,False,False
20045,"Das geübte Auge erfreut sich an den lamellenartigen Rillen und den knotigen Falzungen der konzentrischen Wirbel über der schuppenartigen Basis mit der gekrümmten Kolumella und dem schimmernden Operkulum. Das ungeübte Auge sieht einfach nur eine hübsche Schale.",20189,230,False,False,13,614,0,True,False,False
20046,"Unter den beliebten Fischen Domas derjenige mit dem düstersten Farbton. Nachdem er viele Generationen von Domanern ernährt hat, fand er schließlich auch seinen Weg in die lokale Folklore.",20190,230,False,False,15,614,0,True,False,False
20047,"Diese freche nachtaktive Unke hat den Ruf, sich selbst in Teufels Küche zu bringen. Be<SoftHyphen/>ziehungs<SoftHyphen/>weise in die Küchen von Yanxia und Nagxia.",20191,230,False,False,16,622,0,True,False,False
20048,"Das „Kavallerie“ im Namen dieser Spezies entstammt einem Gerücht, wonach ein gefräßiger Schwarm der Tiere ein Pferd auf seinem Weg über einen Fluss entzweigeteilt hat, woraufhin sich die Fische von innen nach außen durchgefressen haben. Nichts für Pferdeliebhaber und Leute mit schwachem Magen.",20192,230,False,False,18,622,0,True,False,False
20049,"Xaela mit einer ausgeprägten Fantasie sind davon überzeugt, dass die namensgebenden Gliedmaßen des Fisches die Morgendämmerung verkünden und ein Zeichen der Verwandtschaft mit dem allmächtigen Azim sind. Für andere ist eine Rotflosse lediglich eine Rotflosse.",20193,230,False,False,17,622,0,True,False,False
20050,"Als der Mond weinte, fiel diese fromme Scheibe mit seinen Tränen ins Meer. Seitdem betet sie bei jedem Vollmond zu Nymeia, in der Hoffnung, eines Tages heimkehren zu können.",20194,230,False,False,19,621,0,True,False,False
20051,"Man könnte fälschlicherweise annehmen, dass dieser Knochenzüngler zu lange in der Sonne gelegen hat. Stattdessen ist die Pigmentierung seiner glitzernden Schuppen eher dem Salzgehalt seines Habitats verschuldet.",20195,230,False,False,21,621,0,True,False,False
20052,"Dieser genadenlose Herrscher über den Seldsee regiert mit eiserner Flosse und fällt nachts über arglose Flut-Thunfische her, die den salzigen Tyrannen fürchten.",20196,230,False,False,20,621,0,True,False,False
20053,"Der himmelblaue Schimmer im Auge dieses Fisches erinnert an die Insignien von Ala Mhigo. Doch der Mantel ist stets nur so gut wie der König, und so wurde der Fisch nach dem Fall von Theoderic massenhaft getötet.",20197,230,False,False,21,621,0,True,False,False
20054,"Die Entdeckung dieser „neuen“ leuchtenden Spezies wurde von Gelehrten als Durchbruch gefeiert. Doch Kojin jedoch, die ihre Heimat seit unzähligen Generationen mit diesem Fisch teilen, verstehen den ganzen Wirbel darum nicht.",20198,245,False,False,10,613,0,True,False,False
20055,"Obwohl er der größte Fisch seiner Gattung ist, ist dieser außer<SoftHyphen/>ge<SoftHyphen/>wöhn<SoftHyphen/>liche Jäger erstaunlich schnell. Und genauso schnell verschwindet er auch beim Abendessen vom Teller.",20199,245,False,False,12,613,0,True,False,False
20056,"Der Masu-Lachs ernährt sich von Wasserinsekten und verdankt seinen Namen dem hinganischen Wort für „Forelle“.",20200,245,False,False,15,614,0,True,False,False
20057,"Der Name dieses Krustentiers stammt von dem hinganischen Wort für die „Blumen“ in den Sedimenten heißer Quellen. Die Krabbe verfügt über die eigenartige Fähigkeit, das Wasser um sich herum zu erhitzen.",20201,245,False,False,14,614,0,True,False,False
20058,"Der nach den Bewohnern der Nhaama-Wüste benannte Gründling teilt noch weitere Gemeinsamkeiten mit diesen. So meidet er das Tageslicht, indem er sich in den Schatten von Felsen aufhält, und kommt nur nachts zum Jagen hervor.",20202,245,False,False,17,622,0,True,False,False
20059,"Die Meinungen zu dieser Muschelart gehen weit auseinander. Während die Xaela in den Steppen sie als stinkenden Unrat ansehen, betrachten die Bewohner Yanxias sie als Delikatesse.",20203,245,False,False,16,622,0,True,False,False
20060,"Keine Angst - dieser pflanzenfressende Katfisch, der sich als Landhai ausgibt, ist lediglich ein Papiertiger.",20204,245,False,False,18,622,0,True,False,False
20061,"Diese Garnelenart regnete förmlich vom Himmel über Gyr Abania, nachdem die verheerenden Meeresstürme während der Katastrophe sie durch die Luft wirbelten.",20205,245,False,False,20,621,0,True,False,False
20062,"Diese Rettung eines jeden Abendessens mit geladenen Gästen bringt ihren eigenen Teller gleich mit. Einfach kurz das Salz und den Sand entfernen und schon können diese Austern serviert werden.",20206,245,False,False,19,621,0,True,False,False
20063,"Der ausbleichende Effekt durch die Absorption von Salz verbessert seine Über<SoftHyphen/>lebens<SoftHyphen/>chancen, während die Hochländer, die die Tiere gerne roh verzehren, die natürliche Würzigkeit zu schätzen wissen.",20207,245,False,False,19,621,0,True,False,False
20064,"Ein Experte darin, natürliche Salzlecke zu Behausungen auszubauen. Die architektonische Schwäche seiner Bemühungen liegt darin, dass er keine Hintertür vorsieht, sodass er leicht von arglistigen Fischern in die Enge getrieben werden kann.",20208,245,False,False,20,621,0,True,False,False
20065,"Für kleinere Meeresbewohner gibt dieser Wasserkrieger eine imposante Gestalt ab - gehüllt in einen beeindruckenden Chitinpanzer, mit bedrohlichen Scheren versehen und dicken, peitschenartigen Antennen ausgestattet. Zum Glück sind die Krustentiere winzig.",20209,260,False,False,11,613,0,True,False,False
20066,"Dieser Hai trägt den Namen des verehrten fernöstlichen Gelehrten der Meereskunde, der ihn entdeckt hat. Die Ahnenforschung lässt allerdings vermuten, dass es sich bei ihm eigentlich um einen Verwandten des allagischen Klingenhais handelt.",20210,260,False,False,12,613,0,True,False,False
20067,"Ursprünglich ein unbeabsichtigtes Nebenprodukt der Inzucht von Goldfischen auf Marktplätzen. Inzwischen hat sich jedoch eine eigene Spezies daraus entwickelt, die dank ihrer lebhaften Farbgebung und lustiger Gesichtszüge viele Liebhaber gefunden hat.",20211,260,False,False,13,614,0,True,False,False
