key,0,1,2,3,4,5,6,7
#,Label,Param,Platform,Required,Category,,,Text
int32,str,byte,byte,bit&01,byte,uint16,byte,str
0,"",255,255,False,0,0,0,""
11,"MOVE_AND_STEER",255,255,False,1,1,0,"Mode Avancer et tourner"
12,"MOVE_FORE",255,255,False,1,2,3,"Avancer"
13,"MOVE_BACK",255,255,False,1,3,3,"Reculer"
14,"MOVE_LEFT",255,255,False,1,4,3,"Tourner vers la gauche/Avancer à gauche"
15,"MOVE_RIGHT",255,255,False,1,5,3,"Tourner vers la droite/Avancer à droite"
16,"MOVE_STRIFE_L",255,255,False,1,6,3,"Déplacement vers la gauche"
17,"MOVE_STRIFE_R",255,255,False,1,7,3,"Déplacement vers la droite"
18,"JUMP",255,255,False,1,8,3,"Sauter"
19,"WALK",255,255,False,1,9,3,"Alterner course/marche"
20,"AUTORUN_KEY",255,255,False,1,10,3,"Activer/Désactiver la course automatique"
21,"SWARD",255,255,False,1,11,3,"Dégainer/Rengainer"
22,"CAMERA_FOCUS",255,255,False,1,12,6,"Verrouiller la caméra sur la cible"
23,"MOVE_DESCENT",255,255,False,1,13,3,"Vol/Plongée - descente"
24,"MOVE_RETENTION",255,255,False,1,14,3,"Vol/Plongée - maintien d'élévation"
25,"MOVE_ANGLE_RISING",255,255,False,1,15,3,"Vol/Plongée - montée angulaire"
26,"MOVE_ANGLE_DESCENT",255,255,False,1,16,3,"Vol/Plongée - descente angulaire"
51,"CAMERA_UP",255,255,False,1,17,6,"Bouger la caméra vers le haut"
52,"CAMERA_DOWN",255,255,False,1,18,6,"Bouger la caméra vers le bas"
53,"CAMERA_LEFT",255,255,False,1,19,6,"Bouger la caméra vers la gauche"
54,"CAMERA_RIGHT",255,255,False,1,20,6,"Bouger la caméra vers la droite"
55,"CAMERA_MODE",255,255,False,1,21,6,"Alterner caméra subjective/objective"
56,"CAMERA_BACKWARD",255,255,False,1,22,6,"Inverser un instant l'orientation de la caméra"
57,"CAMERA_ZOOMIN",255,255,False,1,23,6,"Zoom avant/Page précédente"
58,"CAMERA_ZOOMOUT",255,255,False,1,24,6,"Zoom arrière/Page suivante"
