key,0,1,2,3,4,5
#,Color,Shade,SubOrder,Name,,
int32,Color,byte,byte,str,bit&01,bit&02
0,0,2,1,"",False,True
1,14999504,2,2,"Schneeweiß",False,True
2,11315362,2,3,"Aschgrau",False,True
3,9013124,2,4,"Goobbuegrau",False,True
4,6645093,2,5,"Schiefergrau",False,True
5,4736834,2,6,"Anthrazit",False,True
6,2828579,2,7,"Rußschwarz",False,True
7,15114134,4,1,"Rosarot",False,True
8,8612201,4,2,"Altrosa",False,True
9,5969705,4,3,"Rolanbeerenrot",False,True
10,7871002,4,4,"Dalamudrot",False,True
11,6431239,4,5,"Rostrot",False,True
12,4527377,4,6,"Weinrot",False,True
13,13397086,4,7,"Korallenrosa",False,True
14,9517863,4,8,"Blutrot",False,True
15,14985866,4,9,"Lachsrosa",False,True
16,12016685,5,1,"Abendrot",False,True
17,8206598,5,2,"Tafelbergrot",False,True
18,6966071,5,3,"Borkenbraun",False,True
19,7224612,5,4,"Schokoladenbraun",False,True
20,5188895,5,5,"Rotbraun",False,True
21,3154203,5,6,"Koboldbraun",False,True
22,13209942,5,7,"Korkbraun",False,True
23,10055231,5,8,"Qiqirnbraun",False,True
24,8084525,5,9,"Opo-Opobraun",False,True
25,10651484,5,10,"Steinbockbraun",False,True
26,12940324,5,11,"Kürbisorange",False,True
27,9328667,5,12,"Eichelbraun",False,True
28,6570518,5,13,"Obstbraun",False,True
29,4008205,5,14,"Kastanienbraun",False,True
30,12166281,5,15,"Kartonbraun",False,True
31,9601388,5,16,"Schieferbraun",False,True
32,6378053,5,17,"Maulwurfsbraun",False,True
33,4141865,5,18,"Lehmbraun",False,True
34,15455136,6,1,"Knochenweiß",False,True
35,12034928,6,2,"Ul'dahbraun",False,True
36,14398551,6,3,"Wüstengelb",False,True
37,16434731,6,4,"Honiggelb",False,True
38,14982708,6,5,"Maisgelb",False,True
39,12355588,6,6,"Coeurlgelb",False,True
40,15914864,6,7,"Cremegelb",False,True
41,10847280,6,8,"Halataligelb",False,True
42,4207377,6,9,"Rosinenbraun",False,True
43,5788208,7,1,"Schlammgrün",False,True
44,12303242,7,2,"Sylphengrün",False,True
45,11251796,7,3,"Limettengrün",False,True
46,7369510,7,4,"Moosgrün",False,True
47,9149539,7,5,"Grasgrün",False,True
48,4936242,7,6,"Olivgrün",False,True
49,3290657,7,7,"Sumpfgrün",False,True
50,10204003,7,8,"Apfelgrün",False,True
51,6652481,7,9,"Kaktusgrün",False,True
52,2640684,7,10,"Jägergrün",False,True
53,4219705,7,11,"Ochugrün",False,True
54,6255960,7,12,"Adaman-Taimaigrün",False,True
55,3886396,7,13,"Nophicagrün",False,True
56,1976865,7,14,"Waldgrün",False,True
57,9878969,7,15,"Azurblau",False,True
58,4420210,7,16,"Türkis",False,True
59,2049606,7,17,"Morbolgrün",False,True
60,11715790,8,1,"Eisblau",False,True
61,8630482,8,2,"Himmelblau",False,True
62,6586784,8,3,"Seenebelblau",False,True
63,3893382,8,4,"Pfauenblau",False,True
64,1850708,8,5,"Rhotanoblau",False,True
65,9345964,8,6,"Leichenblau",False,True
66,5199718,8,7,"Erdseimblau",False,True
67,3094609,8,8,"Indigoblau",False,True
68,1711911,8,9,"Tintenblau",False,True
69,5996480,8,10,"Raptorenblau",False,True
70,3102857,8,11,"Othardblau",False,True
71,2310514,8,12,"Sturmblau",False,True
72,1124676,8,13,"Nichtsblau",False,True
73,2568295,8,14,"Königsblau",False,True
74,1579319,8,15,"Mitternachtsblau",False,True
75,3618631,8,16,"Schattenblau",False,True
76,3222871,8,17,"Tiefblau",False,True
77,8880046,9,1,"Lavendelblau",False,True
78,5326176,9,2,"Düsterviolett",False,True
79,3288123,9,3,"Johannisbeerenviolett",False,True
80,12033724,9,4,"Irisviolett",False,True
81,3877437,9,5,"Weintraubenviolett",False,True
82,16699125,9,6,"Lotusrosa",False,True
83,14457802,9,7,"Kolibrirosa",False,True
84,7950956,9,8,"Pflaumenviolett",False,True
85,6697038,9,9,"Königsviolett",False,True
86,14942225,4,10,"Rubinrot",False,True
87,16070555,4,11,"Kirschpink",False,True
88,16709732,6,10,"Kanariengelb",False,True
89,16511412,6,11,"Vanillegelb",False,True
90,3746,8,18,"Dragoonblau",False,True
91,307149,8,19,"Cyan",False,True
92,6316136,10,21,"Cermetgrau",True,False
93,15328218,10,22,"Perlmutt",True,False
94,15192471,10,23,"Metallic Messing",True,False
95,0,0,0,"",False,False
96,0,0,0,"",False,False
97,0,0,0,"",False,False
98,0,0,0,"",False,False
99,0,0,0,"",False,False
100,0,0,0,"",False,False
101,16382196,10,1,"Wolkenweiß",False,True
102,1973790,10,2,"Rabenschwarz",False,True
103,16632006,10,3,"Pastellrosa",False,True
104,3283225,10,4,"Dunkelrot",False,True
105,2629916,10,5,"Dunkelbraun",False,True
106,12242858,10,6,"Pastellgrün",False,True
107,1387564,10,7,"Dunkelgrün",False,True
108,9872601,10,8,"Pastellblau",False,True
109,1187629,10,9,"Dunkelblau",False,True
110,12301786,10,10,"Pastellviolett",False,True
111,2301990,10,11,"Dunkelviolett",False,True
112,10987431,10,12,"Metallic Silber",True,False
113,15590973,10,13,"Metallic Gold",True,False
114,11935051,10,14,"Metallic Rot",True,False
115,14978095,10,15,"Metallic Orange",True,False
116,16046662,10,16,"Metallic Gelb",True,False
117,2271063,10,17,"Metallic Grün",True,False
118,6214886,10,18,"Metallic Himmelblau",True,False
119,5264089,10,19,"Metallic Blau",True,False
120,10708674,10,20,"Metallic Violett",True,False
